NU_MATRICULA_EFPC;ID_DEMONSTRACAO_ATUARIAL;NU_CNPB_PLANO_DA;QTD_PART_ATIVOS;VR_FOLHA_SAL;QTD_GRUPOS
14;3365935;1992000174;1022;145179041.15;1
14;3366944;2008001083;2147;0.00;1
14;3366987;1980000883;29;3535447.11;1
31;3336926;1988003156;3310;321249993.22;4
45;3335803;1999002474;673;54738895.25;1
59;3355057;1982000783;11;951772.90;1
59;3358974;2012000819;196;0.00;1
59;3487585;1982001811;0;0.00;1
59;3488882;2000008119;5929;696554133.08;8
81;3356380;2017000256;768;75042705.01;1
81;3356491;1998001229;1143;154355670.17;1
93;3335771;1996002856;1257;226549273.44;1
93;3335783;1979002592;1;0.00;1
93;3335787;1996002929;1593;204775535.52;1
93;3338686;2006007556;1;0.00;1
93;3342727;2015001719;0;0.00;1
93;3342731;2015001638;0;0.00;1
93;3342735;2015001565;0;0.00;1
93;3347910;1987000129;91;3729394.76;4
93;3347914;1994000619;190;17170519.34;4
93;3347918;2000002374;0;0.00;1
93;3348226;2000002692;357;31681264.29;5
93;3355296;2005003956;175;17001902.04;1
117;3347865;1979004765;115;4056971.10;1
117;3348819;2009001338;5102;515816790.45;5
117;3348822;2013002165;322;41551843.71;1
117;3349718;2018002147;103;17471123.02;5
117;3434145;2013002238;2608;434153031.78;5
121;3356189;1986000265;32;3194765.86;1
121;3356503;1998003711;165;15557122.62;1
134;3334188;1986000818;4803;771503742.62;1
151;3333528;1980000956;369;40131186.12;1
151;3336730;1996004174;8656;947120120.16;1
165;3309070;1979001911;6;482255.00;1
182;3368914;1967000174;1022;328057.40;1
182;3371179;2010001419;5851;1166527817.12;1
196;3380581;1999004183;39;3694783.08;1
206;3332394;2010005538;7628;788006973.00;1
206;3334180;1988000874;1394;165359967.00;1
211;3312911;2021000192;104;0.00;1
211;3312946;1996005138;3537;429133777.74;2
211;3312951;1996005219;0;105461047.56;1
211;3312954;1997002329;3862;0.00;1
223;3335747;2019003929;592;0.00;1
223;3335751;2002004838;592;187398197.30;1
223;3335795;1980000492;0;0.00;1
223;3335799;2011000874;38;9861248.70;1
237;3245774;2018000365;1159;0.00;1
237;3307339;2013000911;53;983456.37;1
237;3307988;2014000883;209;4457666.89;1
237;3307990;2009001192;451;5618795.47;1
237;3308045;1979000565;0;0.00;1
237;3308201;1982000856;0;0.00;1
237;3308360;1981000119;1;4579.03;1
237;3309068;1982000147;3;2035.75;1
237;3310441;1979000492;2262;30754018.36;1
237;3311463;2007002574;842;6721811282.00;1
237;3312482;2007003147;285;1667117.88;1
237;3312484;2005002283;356;3841424.74;1
237;3312938;2007000792;4227;65762929.67;1
237;3312942;2007001047;25;347906.99;1
237;3314960;2005002356;1253;14819091.63;1
237;3316013;2007000865;77;1026565.72;1
237;3316019;2007002647;1245;9287737.48;1
237;3316021;2007003392;440;2977262.32;1
241;3355226;1979003947;18;2907237.45;1
241;3355231;2010003683;643;106784207.00;1
254;3334114;2020003147;151;15371447.52;1
254;3334456;1987000447;2300;138841033.50;1
268;3339257;1979003874;3090;308884108.23;1
271;3341136;2008002111;27;3954808.65;1
271;3341208;1983000256;63;3878853.62;1
285;3356172;1979001774;1041;1512988.00;1
285;3356174;1998005283;7580;941013551.00;1
285;3356177;2006000756;10939;2045119418.46;1
299;3308047;1981000518;4558;17983496.46;1
309;3336494;1979003629;240;62025097.80;1
309;3336496;2011000165;94;18962312.85;1
309;3337354;2019001519;41;0.00;1
309;3337360;2019001683;3;0.00;1
312;3337958;1978000383;662;139296209.91;1
312;3337960;1978000219;1029;257082467.72;1
312;3337962;2006003429;6642;998067519.80;1
312;3339251;1978000138;2006;1698441.55;1
326;3332743;1979002118;9;1599574.71;1
326;3334448;2009002938;327;66702873.77;1
326;3334450;2006001574;842;190921123.77;1
326;3334452;2000005683;1133;246471405.31;1
357;3374259;2006006811;388;42705414.05;1
357;3388588;2020000611;12;597128.39;1
357;3394779;1993000429;4;680032.99;1
361;3349736;2001002165;2582;572239760.04;1
361;3361090;1980002029;2;332909.20;1
361;3411921;2001002238;108;0.00;1
388;3332765;1985001438;211;21829837.71;1
391;3332197;2019000156;66;10741865.94;1
391;3333433;2020001519;134;0.00;1
391;3336144;2022002865;45;17904712.15;1
391;3367203;1979001529;2534;1328066737.22;2
401;3311459;1988000629;74;3059932.72;1
401;3311461;1997000611;3466;289456225.37;1
494;3332392;2010000838;562;0.00;1
494;3332406;1981001174;291;0.00;1
504;3312486;1982001119;193;19341606.00;1
504;3312488;1998002918;5;0.00;1
535;3331970;2021002292;162;0.00;1
535;3331990;1982000538;5953;48993306.84;1
535;3334435;2019002574;1202;0.00;1
535;3372062;1999005147;369;77004416.00;1
549;3331652;2010005929;3254;213089760.00;1
549;3331668;2005003883;4250;301648945.00;1
549;3705927;1979001456;1241;108084808.13;1
552;3334463;1979002665;3;495840.15;1
552;3334465;2002000638;1948;260523514.29;1
552;3334467;2002004692;168;39970215.35;1
571;3328867;1988001218;1317;303429885.07;1
571;3331084;2020002418;890;0.00;1
607;3349754;1986000338;0;0.00;1
611;3312490;2006005383;2;0.00;1
611;3312492;1983000418;180;30600710.00;1
611;3312494;2009002865;8806;1005089701.20;1
611;3312719;2009002611;853;75680737.00;1
611;3312723;1990000347;37;2694683.00;1
611;3312727;1990000592;25;2563817.00;1
611;3312734;1979000956;507;50321119.32;1
611;3312738;1984001019;90;9554316.00;1
611;3312745;2019002019;1570;150799521.00;1
611;3312750;2019002183;1103;112840114.00;1
611;3328837;1997004674;1700;105802846.68;1
611;3328841;2010004418;385;49628140.00;1
611;3328882;2009002547;2254;129887151.00;1
611;3329100;1998003183;0;0.00;1
611;3329102;1997004038;5828;602625135.97;1
611;3329106;1979004056;2829;169763413.69;1
611;3329108;1980001529;3;145197.00;1
655;3316514;2002001911;89;15818484.50;1
655;3316521;2006001256;23;0.00;1
655;3316526;2005000411;185;0.00;1
655;3316532;2009001974;11;0.00;1
655;3316538;2010001583;326;23866423.10;1
655;3316540;1999003111;126;29470770.03;1
655;3316542;2008002756;281;38101243.44;1
655;3316699;2010000447;692;110568910.14;1
655;3317035;2010002547;1153;97784689.60;1
655;3328275;2004001356;42;0.00;1
655;3334625;2000005918;35;4633814.38;1
655;3334629;2002000492;477;42022230.90;1
655;3337887;2021000011;503;123971840.98;1
655;3337891;2021003183;2141;308891424.53;1
655;3339193;2007001519;42473;13512815043.26;2
655;3342390;2004002638;1335;152660478.49;2
655;3344406;2010004019;71;12765844.91;2
655;3347814;1970000147;400;120863901.21;1
655;3347816;2003002383;0;0.00;1
655;3347818;2003002456;24;3994114.19;1
655;3347820;2003002618;6;601577.36;2
655;3347822;2018000292;2429;446022197.62;1
655;3347826;2019003619;0;0.00;1
655;3347830;2019003783;2;725001.37;1
686;3338674;2022001656;226;50577297.97;1
686;3338678;2022001729;64;11891817.52;1
686;3338752;2022000765;134;32390413.12;1
686;3338756;2022001818;104;18182805.42;1
686;3341192;2022001192;3;878376.33;1
686;3346998;1978000529;66;11235391.00;7
691;3342378;1981000429;41194;383107285.34;1
691;3342386;2002004765;75931;5656208006.02;1
713;3330429;1983000183;44;3860794.73;1
713;3330431;2021003418;108;19158216.22;1
713;3332741;1998006174;36;3124836.00;1
713;3332767;2006001892;489;72613309.99;2
713;3334920;2011000556;801;160770616.78;6
727;3306552;1971000256;2;651758.51;1
731;3348890;1982002956;173;20050994.73;2
731;3348893;1987000765;2501;369918780.14;1
744;3389803;1986000729;6769;672246604.12;9
758;3340970;1981001719;92;2410714.32;1
758;3340972;2002002411;9601;752479302.00;9
775;3363469;2007002965;25;0.00;1
792;3332731;1999003047;199;20310926.53;2
792;3332749;1988000718;10;4818158.51;1
792;3332751;1998000818;0;0.00;1
792;3332753;1998000974;7;1766490.99;1
792;3332755;1999002865;1231;149912793.80;2
792;3332757;1999002938;1757;520860872.34;2
802;3347930;2003001956;530;116719262.50;1
802;3347947;1977000118;4;290376.09;2
821;3354510;1988000238;3469;240596017.74;1
864;3332737;1971000183;517;131572376.17;1
864;3332739;2002000311;2233;531362619.48;1
878;3348888;1999003918;1220;153678042.00;1
881;3329703;2000003656;1951;276990389.39;1
881;3329707;2000003974;234;13612633.97;1
881;3329711;2008001619;58;3388027.37;1
881;3329717;1999004256;111;12443528.76;1
881;3329721;2000003729;125;18068027.64;1
881;3329725;2002001065;189;17640596.48;1
881;3329729;1994000929;181;18187669.11;1
881;3329739;1979000247;85;12023426.95;1
895;3309044;2012001718;180;41726685.00;1
895;3309046;2014002118;875;151705878.84;1
895;3309048;2017000183;802;87127577.93;1
895;3309052;2020001829;599;0.00;1
895;3309056;2021003574;12;873974.40;1
895;3309407;1985000792;246;58545837.61;1
895;3588691;2000002511;2373;440955301.54;1
919;3314713;1980000719;8296;847101428.68;4
922;3315187;2013000847;1141;301281537.70;1
922;3315189;2017001392;208;0.00;1
922;3316025;1981001018;0;0.00;1
936;3345591;1998003256;864;107059648.44;1
936;3345593;2010002156;7924;915456473.36;1
936;3382964;1990001483;2715;284357787.48;1
941;3337912;1980001618;1228;110714080.57;1
941;3337922;1998007774;5841;1265043156.91;1
941;3356160;2023000165;140;0.00;1
953;3342703;1976000165;0;0.00;1
953;3342708;1976000238;11;760855.32;1
967;3341204;2000001947;6;982501.13;1
967;3341214;2000000819;2;281437.00;1
967;3341216;2000000983;0;0.00;1
967;3342392;2000004318;291;46146409.66;1
967;3343066;1991001029;0;0.00;2
967;3343078;2002003947;253;39734967.35;1
967;3349649;2013001592;1221;129560673.06;1
971;3348880;2000006711;14644;347934743.00;1
984;3315078;2005001538;184;1710062.73;1
984;3315082;1981000992;0;0.00;1
984;3315084;1994002883;14;106826.68;1
984;3342760;2017001211;2705;164730014.40;1
984;3347855;1985001292;0;0.00;1
984;3347861;1985001365;0;0.00;1
984;3383925;1990001629;0;0.00;1
984;3437081;2000007783;294;20261571.85;1
998;3336736;1988001129;0;0.00;2
998;3348854;1998006638;7433;805506811.07;1
1033;3346031;1975000218;16;701177.88;1
1033;3346033;1979003556;0;0.00;1
1033;3349746;1996003674;15641;852018369.00;1
1033;3356467;2000007538;1008;85930051.35;4
1051;3333524;1991001411;25208;2125772758.74;1
1078;3342440;1984000918;5170;506457199.08;1
1081;3344401;1979004374;182;12893137.01;1
1081;3346895;1979004692;16;1595769.37;1
1081;3346900;1979004447;149;255759.66;1
1081;3348921;2002001456;1450;188451113.63;1
1105;3317631;1974000419;1;108635.67;1
1105;3317638;1997003147;1347;149460225.01;3
1105;3431546;2010001265;3524;193460141.16;1
1136;3338726;1980001911;67;6989002.00;1
1136;3338730;1998005992;0;0.00;1
1136;3338734;1998006018;0;0.00;1
1171;3348783;2000008429;19;3230560.58;1
1171;3349716;1981001492;88;14391381.03;1
1184;3338746;1984000111;225;16887130.63;1
1184;3338764;1979005583;25473;0.00;1
1184;3341222;1984000292;5123;427125549.76;1
1198;3336486;2019001111;3851;0.00;1
1198;3336504;1998003019;3388;252803149.04;1
1208;3366969;1979005265;1;36996.96;1
1208;3366973;1995003956;6192;477564807.85;2
1208;3366977;1998001474;0;0.00;1
1208;3366981;2013001411;18441;761255729.26;1
1239;3339800;1998007383;57;6912447.36;1
1239;3339805;2018000829;277;37743928.95;1
1239;3339813;2020000083;169;24479853.58;1
1239;3339822;2018000918;310;39972910.77;1
1239;3339830;2022000511;248;36959134.81;1
1239;3339833;2022002547;60;7932504.00;1
1239;3342316;2018001418;114;13205779.73;1
1239;3342324;2019000229;2743;0.00;1
1239;3342327;2019002965;72;16306356.04;1
1239;3342331;2020000156;2270;155751675.95;1
1239;3342337;2021000656;3;0.00;1
1239;3342382;1979003092;499;0.00;3
1239;3342384;1979002819;6220;417778477.35;3
1239;3342388;2022001011;36;0.00;1
1239;3343050;1979003319;500;57107356.28;1
1239;3343054;1982002174;938;159740173.32;3
1239;3343062;1979002983;389;51640926.48;3
1239;3344377;1982002247;2389;0.00;3
1239;3347851;1979002738;234;0.00;3
1239;3347857;1979003238;3246;274990055.73;3
1239;3348796;1995003311;4463;289055115.05;1
1239;3348800;1979003165;2595;321876081.15;3
1239;3354964;2020000792;2986;215064859.10;1
1239;3425860;1982002311;2057;0.00;4
1242;3341130;2021001792;1851;604970198.00;1
1242;3341196;1985001683;2371;446963287.00;1
1242;3343044;1985001519;3252;522866376.00;1
1256;3337895;2009001265;1819;96759231.79;4
1261;3347874;1980000311;113;0.00;1
1261;3347878;2005006165;1135;264376763.95;1
1273;3315742;1985000229;0;0.00;1
1314;3348825;1985000156;139;11684923.00;1
1345;3380341;2000006965;905;122907705.83;1
1345;3380349;1980002347;0;0.00;1
1359;3365939;1991002165;1313;180780776.16;2
1359;3365943;1991002238;1208;161788799.04;2
1381;3341170;2006005138;927;99656475.88;1
1381;3341234;1980002411;41;1424450.04;1
1403;3311547;1981000747;0;0.00;1
1403;3378510;2016000619;880;7046320.79;1
1403;3378550;2000008038;541;3696093.84;1
1403;3378554;2008004783;62;55501.38;1
1434;3334906;1986000192;8;525756.20;1
1434;3334908;1996002211;5;298339.21;1
1434;3334910;1997000474;2;70770.31;1
1434;3334912;2000000411;31;883654.91;1
1434;3334914;2008000974;315;24437801.70;1
1434;3334916;2009003292;58;6442511.72;1
1434;3354507;2005005029;2418;236833302.68;1
1434;3386077;2015000747;19;957292.82;1
1434;3386079;1985000474;37;0.00;1
1451;3349728;1979001618;484;145905981.13;1
1451;3354968;2022001974;142;2879678.49;1
1451;3838612;2006002929;850;0.00;2
1479;3334617;2012000738;668;94255213.78;1
1479;3334663;1997002711;5732;966707193.53;1
1479;3334671;1997002892;128;1675975.16;1
1482;3329077;2005005665;353;3809026.42;1
1482;3329081;2005006092;894;149863000.00;1
1482;3329086;2008002438;48;2258000.00;1
1482;3329090;2011000483;122;0.00;1
1482;3329092;2002001618;740;4195640.81;1
1482;3329094;2000003192;98;825305.55;1
1482;3329096;2000004083;574;3344832.25;1
1482;3329122;1990001947;2152;9379630.98;1
1482;3329126;1996002538;62;390909.20;1
1482;3331465;2005001074;38;289786612.00;1
1482;3331940;2016002174;296;40453637.79;8
1482;3331944;2010002938;68;4557837.68;1
1482;3331950;2008000265;12159;257969888.55;2
1482;3331954;1998003892;811;150080050.75;1
1482;3331988;1998003418;138;11019126.24;1
1482;3334099;2000007211;1236;220912162.97;2
1482;3334122;1987001011;0;0.00;1
1482;3334124;1987001192;0;0.00;1
1482;3334126;1987001265;1;0.00;1
1482;3334128;1987001811;0;0.00;1
1482;3334130;1988002656;3;342540.63;1
1482;3334132;1999000218;960;26598531.12;1
1482;3334136;2005004383;2182;119519772.00;1
1482;3334140;2006003038;40;4114885.36;2
1482;3334148;2001000383;4040;39464625.42;1
1482;3334164;1994004274;1;0.00;1
1482;3334623;2009001011;420;31949359.26;1
1482;3335755;2018001965;571;49564689.01;1
1482;3338706;1999001818;177;23962083.58;1
1482;3340974;1991001347;618;23245081.01;1
1482;3358994;1996003811;184;11827078.80;1
1482;3358999;1995000892;206;13120660.00;1
1482;3359003;2008003329;271;17940430.43;1
1482;3360882;1998004392;854;30975068.64;1
1482;3360887;1989000665;0;0.00;1
1482;3360890;1988002338;0;0.00;1
1482;3360895;1989000592;0;0.00;1
1482;3360898;1993001565;86;9007077.40;1
1482;3360901;1996004956;29;171043.86;1
1482;3360904;2001000138;2157;160629527.63;3
1482;3360909;1997001683;29;2904874.56;1
1482;3360914;2003001247;4;642716.00;1
1482;3360917;2003000119;713;164044133.37;1
1482;3360922;2004003138;0;0.00;1
1482;3360927;2004001518;88;11605243.08;2
1482;3360932;2005004456;92;13193014.68;1
1482;3360935;2005001392;456;28523480.50;1
1482;3360940;2005004065;468;41968407.00;3
1482;3360945;1983000329;527;16885909.14;1
1482;3360948;1987001419;240;16576069.10;1
1482;3360953;1987000838;0;0.00;1
1482;3360958;1997001111;1289;117179980.00;2
1482;3360961;2007002711;29;1540778.76;1
1482;3360965;2010001729;133;16566000.77;1
1482;3360967;2010003829;330;23672580.72;1
1482;3360972;2010004965;367;18014196.87;1
1482;3360976;2011000238;65;1738029.26;1
1482;3360979;2011001129;984;114529493.52;1
1482;3360995;2020000938;88;12826376.68;1
1482;3362028;1993002911;696;4830204.86;1
1482;3362034;1995000256;3;0.00;1
1482;3363480;2022000129;372;22361077.56;1
1482;3363485;2022000056;579;53116910.76;1
1482;3363900;2009001818;248;26378000.00;1
1482;3365102;2004000538;4372;702677564.57;1
1482;3365284;2021003256;33;6502312.56;1
1482;3365291;2013001819;235;18385222.57;1
1482;3365511;2004000465;3814;378870005.40;1
1482;3831995;2004000392;457;33959858.66;1
1511;3328575;1988002419;427;24609850.98;1
1523;3343041;2006003674;77787;14404241762.11;1
1523;3349752;1977000274;9519;5946145943.20;2
1523;3354566;1998004465;10948;1015455477.40;1
1537;3335765;1980001774;4954;445509833.16;6
1537;3335767;1988000165;4525;428847902.04;6
1541;3347006;1986000656;9;1003549.82;1
1554;3332735;1978000456;31;3272517.17;1
1571;3368185;1980001383;4;0.00;1
1571;3467823;1996000365;7174;1182450114.69;1
1585;3316544;2006000911;4294;698686658.00;1
1599;3331972;1979001219;48;5636908.23;1
1599;3331974;2001002483;403;95939069.82;1
1612;3339255;2022002229;8667;1082571033.12;1
1674;3337177;1989002056;154;31480476.82;1
1674;3346827;2015000356;865;176357636.88;1
1674;3347748;2019001918;695;98764988.64;1
1674;3350953;2016000783;112;16337579.40;1
1674;3353055;2014000492;761;112809210.24;1
1688;3343010;2021001865;78;12766830.44;1
1688;3343014;2021000338;24;7684384.24;1
1688;3346822;2021000419;217;56753886.28;1
1688;3346994;1979002274;2670;479128257.27;1
1701;3312073;1999000838;1554;196921399.03;1
1715;3296254;1979000174;852;149066554.65;1
1715;3778505;2008004619;2760;38599353.43;1
1729;3355273;1990001092;2745;249724484.00;5
1732;3331095;1985001111;16;3327274.86;1
1746;3337183;1982003065;2241;148921374.00;1
1763;3337463;1990000819;3939;263366112.84;3
1781;3351124;1980000174;3354;689344652.62;1
1781;3357744;1904000118;123845;0.00;1
1781;3358970;2019002711;5049;0.00;1
1781;3362489;1998003574;80457;10231515540.61;1
1804;3335769;1988001838;1646;208665233.04;1
1818;3367205;1997001365;191;14638144.00;1
1818;3367207;2002000174;2158;244989642.00;1
1821;3336712;1980002274;780;9904201.68;1
1852;3354520;1985001047;15284;1357912072.27;1
1883;3343029;1988001056;599;43129489.00;1
1883;3348206;2006003356;4577;274128473.00;1
1911;3354485;2015000674;2271;0.00;1
1911;3354490;2018001711;3468;143481309.14;1
1911;3354548;1992001618;0;0.00;1
1911;3354551;1994001992;2;155033.18;1
1911;3354555;2005004847;149;9684129.03;2
1911;3354557;2006005847;284;18410658.53;1
1911;3354560;2013001274;173;7789281.53;2
1911;3354569;2009003365;321;24238585.32;1
1911;3354974;2008003183;679;49725624.65;1
1911;3355235;1997003211;2556;177837925.46;1
1911;3355255;1999002156;656;38650029.99;1
1911;3355268;2006001411;2451;109937195.16;1
1911;3356484;1998004147;219;14940067.09;1
1911;3356488;2000006183;4651;243736157.86;1
1911;3356499;1998005518;2058;135827659.89;1
1911;3359007;2007001292;1195;77187996.99;1
1911;3362016;1987000218;0;0.00;1
1911;3386908;1993001311;0;0.00;1
1924;3343020;2008003711;6286;847214990.03;11
1924;3343022;1989000347;477;49204391.86;6
1924;3343088;1989000274;617;63977797.32;6
1969;3346855;1981000356;0;0.00;1
1969;3346890;1999004019;3535;299270290.00;2
1972;3348898;2007000229;8;3098467.06;2
1972;3348900;2005001783;1560;314341611.00;1
