NU_MATRICULA_EFPC;ID_DEMONSTRACAO_ATUARIAL;NU_CNPB_PLANO_DA;QTD_PART_ATIVOS;VR_FOLHA_SAL;QTD_GRUPOS
1991;3337883;2017000892;473;40347040.24;1
1991;3347884;1980000565;1303;173725377.00;2
1991;3347892;1996003119;1127;127825332.72;2
2004;3316023;1987001729;650;32072628.00;1
2018;3329683;2016001811;426;61967513.69;1
2018;3329733;1980001065;289;15577164.98;1
2021;3332219;1979001138;12;1281305.61;1
2021;3335763;1991001274;5479;796269101.73;2
2021;3348180;2013001118;984;42793.78;1
2052;3338692;1990000983;100;49669356.00;1
2052;3343048;2006001011;112;18087004.00;1
2066;3313819;1974000192;7653;60739525.72;1
2071;3330435;1986000583;528;75482934.12;1
2083;3311179;2019002329;8728;0.00;1
2083;3336783;2020001438;0;0.00;1
2083;3336787;1973000156;10;0.00;1
2083;3336791;1995002356;0;0.00;1
2083;3340968;2011002192;460;37520730.00;4
2083;3347869;2011002265;1836;182250674.00;4
2083;3519054;1999005211;79216;5242596293.00;2
2083;3519065;2000008283;18476;828134191.00;1
2083;3524870;2012000274;378;19774670.00;1
2083;3524872;2020000229;4316;207266213.00;2
2141;3372875;1980001219;0;0.00;1
2155;3366063;1985000938;2326;224307885.60;1
2169;3339848;1999000374;1496;154049785.32;1
2169;3339856;1972000111;1;292792.11;1
2172;3328875;1988003229;169;0.00;1
2172;3330040;2005005592;622;119713717.37;1
2172;3330046;2020000865;136;30430114.91;1
2213;3338722;1991002483;4820;260412914.00;6
2231;3332697;2010002229;8392;671051541.81;1
2231;3332701;2012001947;813;115493609.53;1
2231;3332717;2011001218;132;15377441.86;1
2231;3332719;2008003019;78;10730111.21;1
2231;3332723;2018002074;394;0.00;1
2231;3332771;1982002883;79;3856023.42;1
2231;3332773;2014001383;7;0.00;1
2231;3332777;1994001518;4;180035.31;1
2231;3332779;1982002719;24;0.00;1
2231;3332781;1992000956;385;0.00;1
2231;3333747;2019003074;4109;142625702.05;1
2231;3333751;2013001665;161;32298033.30;1
2231;3334729;2010002474;618;0.00;1
2258;3337372;2014000719;1388;144011973.45;3
2258;3337409;1999003829;242;39700717.80;1
2258;3337413;1995000183;435;41230377.36;1
2258;3337419;2008001792;2060;136650336.00;1
2258;3337423;2008000338;60;9980076.00;1
2258;3337427;2007002256;204;35807913.96;1
2258;3337435;1992000492;134;2118613.00;1
2258;3337443;2006000683;547;85781511.13;1
2258;3337459;1993002847;210;31319937.74;1
2258;3337467;2001000618;32;0.00;1
2258;3337471;2015000518;5050;156663631.32;1
2258;3337480;2005005411;901;7988386.00;1
2258;3337484;1998002365;595;66774996.84;1
2258;3337839;2016001038;333;74997985.00;1
2258;3337844;2016001119;143;11086757.63;1
2258;3337850;2023000092;120;9025553.16;1
2258;3337861;2014001618;100;12751170.96;1
2258;3337869;2023001129;86;10440936.00;1
2258;3337876;2007003211;1070;85519375.56;1
2258;3337898;2007000547;22;0.00;1
2258;3337900;1990000118;3739;230681606.00;1
2258;3337902;1996002465;1167;120883208.76;1
2258;3337904;2000004156;307;20623608.00;1
2258;3337914;1999000765;77;8737155.00;1
2258;3337918;2012001092;2417;266222996.78;4
2258;3337930;1993003029;375;35415503.28;2
2258;3337932;1994001429;885;78382339.44;1
2258;3337934;2005005347;109;1649203.00;1
2258;3337938;2019001365;596;74652011.00;2
2258;3337940;1996001329;406;38244777.76;3
2258;3337942;1992000565;195;44926372.32;1
2258;3337946;2012001319;113;8384179.31;1
2258;3337948;1994001747;1961;107948534.52;2
2258;3337966;2000006019;108;10199569.77;1
2258;3338682;1994003138;171;33498325.44;1
2258;3338698;2003003029;2634;218652229.44;1
2258;3339842;1996002147;647;49815498.33;1
2258;3339846;1994001356;829;45431502.36;1
2258;3339850;2018001256;422;37568385.00;1
2258;3339854;1989000738;548;15772557.97;1
2258;3339858;2007000611;394;53177552.00;1
2258;3339866;1996000829;1524;395349058.92;1
2258;3340984;2000004474;4558;267578349.84;1
2258;3340986;2019001756;406;26501000.00;1
2258;3340988;2006001647;7409;437545014.01;2
2258;3340990;2007003465;363;36800919.36;4
2258;3342744;2019003211;75;5264091.00;1
2258;3342762;2017001074;521;22258779.00;1
2258;3354523;1992000719;2088;191431119.00;1
2258;3354527;2014000247;2778;174439182.00;1
2258;3354531;1989000118;277;47197630.77;3
2258;3354542;2021000974;1931;178701792.00;2
2258;3355127;1993000992;301;77349920.00;1
2258;3356144;2012000983;452;37964832.00;1
2258;3356164;1995003174;570;152337356.21;1
2258;3357696;1981001565;291;20988722.00;1
2258;3357752;2010001338;96;7324256.00;1
2258;3462493;1998005356;1987;130853004.36;1
2258;3462496;2019002256;586;104030635.09;1
2258;3463977;2017001147;349;20007359.04;1
2258;3464243;2008000729;251;11690580.00;1
2258;3551176;1993003811;623;129809266.60;1
2258;3551624;2006006411;84;0.00;1
2292;3340962;1998002756;3832;342328236.51;1
2292;3340964;1998002829;103;11037259.87;1
2292;3340966;1990002129;122;6273469.41;1
2292;3344320;2016000392;4267;307631351.82;1
2292;3347760;2018002538;397;66625543.20;1
2302;3335196;1988002011;58;2551795.00;1
2302;3335198;1988000483;17759;1187062704.00;1
2302;3335200;1988000319;389;17847078.00;1
2316;3331393;2015001311;2164;432781269.05;2
2316;3380595;1979000719;9;915841.68;1
2316;3380601;2015001492;436;2265807.03;2
2333;3343092;2019000938;1158;130505747.58;1
2333;3380587;1992001065;1982;145432623.00;1
2395;3334699;1994001811;5837;625478342.97;1
2484;3307787;2004001992;523;47338076.89;1
2484;3307795;2005000183;4209;244060822.33;1
2511;3338714;1992001529;22306;2125296469.00;1
2525;3339175;2020002256;29;4509741.21;1
2525;3339241;1974000265;240;60305208.34;1
2525;3339245;1979004511;112;18116761.13;1
2525;3339247;2009003756;734;171755956.32;1
2525;3390058;1974000338;1;0.00;1
2556;3334613;2018001574;361;0.00;1
2556;3334667;1993000119;1093;163455258.46;1
2556;3334675;1998007618;6402;858410500.89;1
2561;3334174;1999000447;620;89850328.20;1
2561;3334176;2014001219;1102;197109780.60;1
2659;3346779;2000002447;3480;417582240.79;1
2659;3346871;1995001783;2;553224.88;1
2693;3385845;1993000811;3010;101691941.04;1
2721;3355366;2004002018;14368;465530952.00;1
2796;3338642;2015001174;6308;530354279.26;1
2796;3338738;1993002529;3412;262674205.56;1
2811;3342426;1993002774;3133;231164243.57;1
2823;3316747;1994000538;7397;681264762.96;1
2823;3316751;1994000465;9307;632618820.50;1
2841;3349656;2005004611;2194;421915596.31;1
2841;3349730;1993003592;4;876186.61;1
2841;3349732;2005004529;756;0.00;1
2854;3342348;2011000319;441;46296093.74;1
2854;3342418;1995002518;3;213439.85;1
2909;3309404;2016000465;692;106441110.88;3
2909;3309713;2010004711;0;0.00;1
2909;3312082;1993003411;4511;661153390.17;16
2912;3317359;2005006711;15017;1177376184.00;1
2912;3317391;1993003738;118;8341524.00;1
2931;3332747;1994000211;15994;731523384.00;1
2991;3348932;1994002492;2804;213546838.18;2
2991;3348935;1985000547;1673;54114884.85;1
3006;3436287;1994002174;4;1856697.84;1
3023;3317389;1979003718;66;2592833.23;1
3037;3349748;1994001119;568;73325230.56;1
3085;3388434;2000007074;157;13046496.24;1
3099;3334679;1994003065;0;0.00;1
3099;3334683;1994004411;0;0.00;1
3099;3334691;1997000318;1;0.00;1
3099;3388438;1996002392;0;0.00;1
3126;3316713;2008001229;2491;218222196.24;1
3126;3316717;2006003747;24;1313772.48;1
3126;3316719;2006003811;12;0.00;1
3126;3316735;1997001918;2330;188920045.20;3
3126;3316739;1994001674;0;0.00;1
3126;3317394;2001001983;457;21239432.88;2
3126;3328563;2005005811;663;123630112.08;1
3126;3328888;2006003992;2600;145529748.72;1
3126;3329316;2018000756;336;23592980.04;1
3126;3331976;2008000192;2968;494358418.44;4
3126;3415137;2006004011;1109;175861507.77;1
3126;3416828;2006001183;1618;125351638.00;1
3126;3434044;1994002956;1869;222249493.05;1
3126;3434048;2021001156;38;2872176.72;1
3126;3434050;2021001318;33;3167190.00;1
3126;3493274;1997000938;1105;101776063.32;1
3126;3504688;1993002219;1609;166911973.67;1
3126;3584689;1993001492;1236;76148720.00;3
3161;3328873;1994004118;235;33343746.02;1
3161;3328879;2005005111;698;66851887.44;1
3188;3317387;1997002183;0;0.00;1
3188;3328297;2002000719;839;146993978.82;1
3188;3328567;1997001047;46653;1900249079.17;1
3188;3328571;2010003365;141;5326947.64;1
3188;3329114;1998005674;1988;92575198.43;1
3188;3329304;1998004856;4131;223308656.09;1
3188;3329590;2001000847;3026;87542334.62;1
3188;3330074;2010003292;78;2884693.73;1
3188;3331092;2005001211;2805;100424056.07;1
3188;3331437;2005000256;373;42545265.88;1
3188;3331664;1996004883;1116;159839066.01;1
3188;3332783;2000007856;205;25848640.35;1
3188;3335042;2005006483;176;35420126.95;1
3188;3335779;1999002792;1015;109973352.32;1
3188;3336500;2010003438;1276;182869404.77;1
3188;3336732;2010000374;98;14900879.63;1
3188;3336734;2003001638;55;3073788.25;1
3188;3336801;2002000565;310;30881415.76;1
3188;3336937;1998006247;762;76473075.12;1
3188;3337488;2003000283;214;28081872.00;1
3188;3337920;1999003756;1278;100829176.11;1
3188;3339868;1996001647;172;17090302.06;1
3188;3342448;2010005074;20;1932919.92;1
3188;3355221;2009002156;3632;574858689.08;1
3188;3368156;2010005211;392;52211040.83;1
3188;3368883;2017000574;790;106957153.16;1
3188;3369845;2010003047;115;7427708.28;1
3188;3369848;2019000865;687;0.00;1
3188;3371319;2012000665;1940;140186874.36;1
3188;3371327;2003000747;74;0.00;1
3188;3371732;2016000538;1638;132043312.57;1
3188;3372058;2019001047;13;0.00;1
3188;3372060;2004002174;142566;0.00;1
3188;3372125;2013000456;319;78565561.36;1
3188;3372293;2007003074;176;7112748.96;1
3188;3373325;2021003019;1429;208006829.03;1
3188;3373465;2017000711;343;112034931.19;1
3188;3375275;1994002565;33;10984717.38;1
3188;3377345;2023000947;337;27673705.54;1
3188;3414823;1989000983;4962;233143801.07;1
3251;3336738;1995001465;3071;267771667.00;1
3304;3332398;1995002747;6354;202591483.00;1
3304;3332400;1995002811;390;47128381.00;1
3304;3332402;2011001838;6803;263639855.00;1
3321;3335775;1995002992;9957;591812301.99;1
3366;3337181;1995003018;1320;188142519.37;1
3407;3358963;1995003247;1604;190817543.64;1
3411;3347780;2016001429;218;42143348.78;1
3411;3347786;2016001356;22;8571034.30;1
3411;3347792;2014001065;223;46602021.57;1
3411;3348930;2006000292;657;117047897.72;1
3438;3333435;2007003856;62;4144418.76;1
3438;3339933;2010005465;5;1673482.00;1
3438;3339939;2000005111;313;13017364.08;1
3438;3339952;2000001092;0;0.00;1
3438;3339956;2000000118;0;0.00;1
3438;3339960;2006000438;95;6009766.32;1
3438;3339964;1999001011;3112;102993491.00;1
3438;3339968;2000003011;3319;168415315.68;1
3438;3339971;1989001238;106;13101529.97;1
3438;3339979;2016002018;44;8682669.36;1
3438;3354984;2008003256;192;23699579.52;1
3438;3354996;2002002029;20;2282453.42;1
3438;3355002;2002002118;22;1900504.97;1
3438;3355006;2021002438;3020;188155578.84;1
3438;3355292;2020003392;88;20767277.04;1
3438;3355314;1999001656;1185;85906566.84;1
3438;3355324;2005002992;2210;196347243.00;1
3438;3355339;2012000347;499;20959250.40;2
3438;3355343;2009003519;2568;174564296.00;6
3438;3355347;2005003638;2697;122112437.00;2
3438;3355351;1999001729;4439;234215731.00;1
3438;3355359;2005006556;517;30755124.42;1
3438;3356170;2002000956;1471;224196817.39;1
3438;3356366;2009002083;373;33890043.15;1
3438;3357773;2000001238;11;175708.00;1
3438;3362988;2007001111;502;66845000.00;1
3438;3434143;2001002092;545;36256923.54;1
3438;3436640;2013001983;75;17334511.92;1
3472;3342715;1984001183;15643;1785513315.56;4
3472;3342719;1988001374;13288;1430068597.92;1
3472;3365605;2023000718;719;105271258.69;1
3486;3337398;1996002074;2213;363733014.97;1
3527;3348172;2020001756;613;0.00;1
3527;3348814;1996002619;1249;212231552.39;3
3527;3437538;2020001365;1026;167904302.76;1
3531;3334152;1996003038;5627;180555325.68;2
3558;3348869;1996003992;836;99253134.63;2
3575;3339944;1996004247;705;8857572.84;1
3592;3353062;2006005911;4735;456558193.91;1
3602;3342740;1979000638;5455;379085646.00;1
3602;3342742;2009000511;4568;239716288.00;1
3602;3346788;2011001692;34167;1303142870.28;1
3602;3346796;2020002965;428;0.00;1
3647;3663129;1997001829;228;6241802.04;1
3678;3330427;2010001818;1;253620.64;1
3678;3331385;2020001918;86;0.00;1
3678;3331451;1990001319;179;19502263.22;1
3678;3331455;2008001474;1646;124682632.64;5
3678;3332404;1989000819;148;18321478.90;1
3678;3332785;1999002083;61;9143982.09;2
3811;3329699;1998004783;2160;365848347.28;1
3825;3421160;2016000147;597;61131786.43;1
3825;3421162;2004000211;284;25156995.89;1
3825;3421454;1997000229;8487;837300363.00;3
3825;3421456;1989001874;5059;349330398.00;2
3825;3421458;1988003318;20;0.00;1
3825;3421460;1989001092;2143;205742724.72;1
3825;3421462;1993001638;4999;207623354.28;1
3825;3421464;2005004774;7996;551174092.00;2
3825;3421466;1994000783;18;362782.03;1
3825;3421468;1996001574;377;22956692.00;1
3825;3421470;1998001156;2757;194584275.21;16
3825;3421474;1998004619;242;11633167.13;1
3825;3421476;1995001929;2792;127563734.28;1
3825;3421480;1988002265;799;43736711.00;1
3825;3421482;1997003783;4000;294768734.00;6
3825;3421484;1988002192;9;0.00;1
3825;3421486;2007003619;1182;204911873.79;1
3825;3421488;1999005074;1393;64966439.20;1
3825;3421490;2020003211;674;79803791.73;1
3825;3426797;2001001118;801;76409778.60;1
3825;3426951;1998001083;556;42348293.00;1
3825;3426955;1981000674;127;7395329.64;1
3825;3530809;1993001956;1573;38316233.15;2
3839;3316015;1998004929;11772;880593942.96;1
3839;3316017;2009001583;124;12917778.96;1
3861;3331086;1993001719;8827;522283317.00;3
3887;3359005;1999004965;1222;210662086.70;1
3928;3329070;1999001265;9034;641950722.36;1
3945;3356463;1999002318;1920;323892346.00;3
4011;3339165;2014001456;694;7966262.59;1
4011;3339221;2000002056;0;0.00;1
4011;3339225;2000002129;2;33685.74;1
4011;3339233;2000002218;4;0.00;1
4039;3483365;2000004229;7074;411618910.20;1
4042;3354476;2000004792;1845;195900719.17;1
4087;3353066;2007000156;4382;397619473.00;2
4091;3348831;2002001529;2;0.00;1
4091;3348833;2004002492;3057;481893121.06;2
4101;3337964;2002001847;10303;870701830.00;1
4114;3376461;2002004129;43864;864449583.00;1
4128;3367301;1995003565;1817;60530414.49;1
4131;3334170;2008004465;1;90078.12;1
4131;3334941;2008004392;14;414466.00;1
4131;3336195;2017000647;11682;538880394.12;1
4131;3427548;1986000419;0;0.00;1
4131;3427552;1993001018;0;0.00;1
4131;3427739;1998006311;105;3451380.84;1
4131;3427743;1998006719;50;1721583.72;1
4131;3427747;2006006665;133;5205280.56;1
4131;3427751;2008004538;27;876288.00;1
4131;3429844;1987000374;5;251882.67;1
4131;3429848;1989001165;0;0.00;1
4131;3429854;2002000247;18;659951.00;1
4131;3429856;2008004211;57;0.00;1
4131;3436861;1981000811;129;38968579.00;1
4181;3376456;2004000147;1256;167221831.01;1
4203;3338740;2000001556;42;953649.06;1
4203;3339860;2000006574;7213;400306816.00;1
4203;3341232;2004000929;8;516885.00;1
4203;3357604;2020002711;170;0.00;1
4203;3357690;2000001319;18;244049.00;1
4203;3434052;2000002838;528;55594916.12;1
4217;3339131;2006004638;1641;144169080.84;1
4217;3339912;2022002474;43;5403974.16;1
4217;3339922;2012001238;93;0.00;1
4217;3339926;2021003329;300;55293803.76;1
4217;3341152;2010004183;33;0.00;1
4217;3341158;2022000919;37;13191764.56;1
4217;3341164;2022000374;45;10100131.86;1
4217;3341230;1997000792;2;0.00;1
4217;3342658;2022002156;240;24023069.09;1
4221;3191815;2011002419;534;0.00;1
4221;3191827;2006004247;673;0.00;1
4221;3191831;2012001629;2346;0.00;1
4221;3191835;2012001874;1254;0.00;1
4221;3191841;2015001883;95;0.00;1
4221;3192097;2005000892;689;39525800.73;1
4234;3335743;2004002956;8922;0.00;1
4248;3334707;2000001718;12;0.00;1
4248;3334711;2009000838;8793;968360311.44;1
4248;3334715;2011001919;5373;816670735.27;1
4279;3332693;2004002711;84761;0.00;1
4279;3332705;2016001992;97983;0.00;1
4279;3332709;2018000111;926;0.00;1
4282;3348761;2004003065;11663;0.00;1
4296;3388582;2005002111;5;0.00;1
4311;3337455;2005002747;38;367575.90;1
4311;3342754;1997002256;10;0.00;1
4368;3336990;2005004211;51437;0.00;1
4371;3348876;2005004911;28274;0.00;1
4385;3312052;2005006311;250;43798236.36;1
4409;3336484;2006000829;4524;0.00;1
4412;3344308;2006001329;7263;0.00;1
4443;3331378;2006007165;2622;238625427.82;1
4443;3331419;1988000947;0;0.00;1
4443;3331429;1998002292;184;25121898.75;3
4443;3383429;1982002018;672;43582108.43;3
4461;3343016;2006005065;17788;0.00;1
4474;3334633;2006005774;3932;0.00;1
4515;3332721;2007003538;3974;0.00;1
4529;3513904;2008002365;1113;59659654.50;1
4532;3348852;2008004856;157;27075490.33;1
4546;3330433;2009000919;309;68281259.67;1
4577;3332201;2008003892;1130;0.00;1
4577;3332205;2010001974;142;0.00;1
4581;3311555;1999000919;18573;1899139017.01;1
4594;3335048;1989001629;0;0.00;1
4594;3335050;2009003683;2112;286939887.24;3
4604;3337185;2010002083;3557;327243594.00;1
4618;3317372;2009002474;1355;0.00;1
4621;3310012;2010002318;91;0.00;1
4621;3311065;2010005392;1431;0.00;1
4621;3311532;2011001765;625;0.00;1
4621;3315076;2022002083;16;0.00;1
4635;3336720;2011000947;5896;381338075.76;1
4649;3350973;2010003756;4433;421155623.98;4
4652;3332725;2010004329;251;0.00;1
4652;3332727;2010004574;1031;0.00;1
4652;3332729;2019001438;70;0.00;1
4666;3336726;2011000629;25609;1397947610.64;1
4683;3356194;1990001165;23960;772160836.80;1
4707;3342398;2013000138;19524;3238497499.51;1
4707;3342402;2013000219;10065;1506991580.38;1
4707;3342406;2013002092;6977;1335385560.34;1
4707;3342410;2018001329;636;14351901408.00;1
4707;3342424;2020000474;562;114747622.73;1
4707;3342436;2020002647;348;69225666.64;1
4707;3353045;2019003856;325;320759.27;1
4707;3353051;2022001265;388;20080579.61;1
4707;3356373;2018001892;1220;150666267.18;22
4711;3352994;2008001938;6657;0.00;1
4711;3353003;2008002047;2153;0.00;1
4711;3353008;2014000638;824;0.00;1
4711;3353012;2018000519;345;47438164.08;1
4711;3353021;2019003538;1494;86048514.36;1
4724;3336506;2013000383;103443;9580986235.73;1
4724;3337404;2013000618;3373;1078895329.85;1
4741;3336728;2013001738;28726;4381102284.13;1
4755;3366051;2014000311;5869;398161468.90;1
4755;3366055;2015001247;793;8669570.13;1
4755;3367209;2020002574;98;3430474.32;1
4769;3330422;2015000429;1980;368199932.49;1
4769;3332689;2021001083;3;81779.10;1
4791;3341224;2020001047;7;1244565.24;1
4791;3341228;2016001283;2939;258107938.68;1
4801;3470797;2016001518;3331;25141649.68;1
4831;3309066;1998006565;58;6208236.91;1
4831;3309810;1988002729;0;0.00;1
4831;3311067;1974000583;0;0.00;1
4831;3311146;2019001829;8657;718555760.65;1
4831;3313810;1998003647;2358;152134678.32;1
4831;3314309;2005005274;639;40080619.54;1
4831;3314314;1981000283;30;2824113.12;1
4861;3343018;2019000474;3612;328679049.60;1
4875;3337866;2020002329;370;115842140.70;1
4889;3355310;2016001747;7;661079.00;1
4889;3355320;2021000729;177;38235010.00;1
4889;3355328;2016001674;53;7477793.00;1
4892;3356148;2021000583;831;216123576.76;1
4892;3356152;2021002829;59;9650809.09;1
4947;3311553;1996003747;3329;47924326.44;1
