NU_CNPB_PLANO_DA;ID;ORIGEM;ID_PROVISAO_CONSTITUIR;SM_ATIVO_PROVISAO_CONST;SM_ATIVO_DEFICIT;VL_ATIVO_DEFICIT_PATRO;VL_ATIVO_DEFICIT_PART;VL_ATIVO_DEFICIT_ASSIST;SM_ATIVO_SER_PASSADO;VL_ATIVO_SER_PAS_PATRO;VL_ATIVO_SER_PAS_PART;VL_ATIVO_SER_PAS_ASSIST;SM_ATIVO_OUT_FINALIDADE;VL_ATIVO_OUT_FIN_PATRO;VL_ATIVO_OUT_FIN_PART;VL_ATIVO_OUT_FIN_ASSIST;QT_MESES_ATIVO_D_PATRO;QT_MESES_ATIVO_D_PART;QT_MESES_ATIVO_D_ASSIST;QT_MESES_ATIVO_S_PATRO;QT_MESES_ATIVO_S_PART;QT_MESES_ATIVO_S_ASSIST;QT_MESES_ATIVO_O_PATRO;QT_MESES_ATIVO_O_PART;QT_MESES_ATIVO_O_ASSIST;SM_PASSIVO_PROVISAO_CONST;SM_PASSIVO_DEFICIT;VL_PASSIVO_DEFICIT_PATRO;VL_PASSIVO_DEFICIT_PART;VL_PASSIVO_DEFICIT_ASSIST;SM_PASSIVO_SER_PASSADO;VL_PASSIVO_SER_PAS_PATRO;VL_PASSIVO_SER_PAS_PART;VL_PASSIVO_SER_PAS_ASSIST;SM_PASSIVO_OUT_FINALIDADE;VL_PASSIVO_OUT_FIN_PATRO;VL_PASSIVO_OUT_FIN_PART;VL_PASSIVO_OUT_FIN_ASSIST;QT_MESES_PASSIVO_D_PATRO;QT_MESES_PASSIVO_D_PART;QT_MESES_PASSIVO_D_ASSIST;QT_MESES_PASSIVO_S_PATRO;QT_MESES_PASSIVO_S_PART;QT_MESES_PASSIVO_S_ASSIST;QT_MESES_PASSIVO_O_PATRO;QT_MESES_PASSIVO_O_PART;QT_MESES_PASSIVO_O_ASSIST;ID_DEMONSTRACAO_ATUARIAL;ID_GRUPO_CUSTEIO_DA
1979000174;3296254;1;42749;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;160605991.86;103421259.24;51710629.62;51710629.62;0.00;0.00;0.00;0.00;0.00;57184732.62;0.00;0.00;57184732.62;60;60;0;0;0;0;0;0;130;3296254;NULL
2004001992;3307787;1;42757;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3307787;NULL
2005000183;3307795;1;42759;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3307795;NULL
1982000856;3308201;1;42765;2114536.36;2114536.36;2114536.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3308201;NULL
1982000147;3309068;1;42774;21311619.80;21311619.80;21311619.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;111;0;0;0;0;0;0;0;0;4494662.87;4494662.87;0.00;0.00;4494662.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;111;0;0;0;0;0;0;3309068;NULL
1979001911;3309070;1;42776;137280381.62;137280381.62;137280381.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;183;0;0;0;0;0;0;0;0;94762634.60;94762634.60;0.00;146486.49;94616148.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;183;183;0;0;0;0;0;0;3309070;NULL
1985000792;3309407;1;42778;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;176428456.17;175693177.69;90555907.77;1135150.07;84002119.85;735278.48;0.00;0.00;735278.48;0.00;0.00;0.00;0.00;268;13;268;0;0;219;0;0;0;3309407;NULL
2010004711;3309713;1;42783;1800429.34;1800429.34;1800429.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;144;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3309713;NULL
1979000492;3310441;1;42787;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;153452533.00;144159624.00;102808874.00;30926884.00;10423866.00;9292909.00;0.00;9292909.00;0.00;0.00;0.00;0.00;0.00;77;77;175;0;77;0;0;0;0;3310441;NULL
2007002574;3311463;1;42800;3012378.01;3012378.01;3012378.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3311463;NULL
1981000747;3311547;1;42803;1486195.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1486195.69;1486195.69;0.00;0.00;0;0;0;0;0;0;124;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3311547;NULL
1996003747;3311553;1;42810;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3311553;NULL
1999000919;3311555;1;42813;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3311555;NULL
1993003411;3312082;1;42832;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3312082;NULL
2006005383;3312490;1;42838;65305679.99;65305679.99;65305679.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;360;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3312490;NULL
2009002611;3312719;1;42842;10744079.52;10744079.52;10744079.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;180;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3312719;NULL
2007001047;3312942;1;42851;1614025.60;1614025.60;1614025.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;134;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3312942;NULL
1996005138;3312946;1;42853;343524259.98;343524259.98;343524259.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;185;0;0;0;0;0;0;0;0;342174131.55;342174131.55;0.00;8276313.85;333897817.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;185;132;0;0;0;0;0;0;3312946;NULL
1996005219;3312951;1;42856;157365703.64;157365703.64;157365703.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;93;0;0;0;0;0;0;0;0;157339662.13;157339662.13;0.00;0.00;157339662.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;93;0;0;0;0;0;0;3312951;NULL
1981000283;3314314;1;42863;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3314314;NULL
1981000992;3315082;1;42873;19814441.18;19814441.18;19814441.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;88;0;0;0;0;0;0;0;0;15477133.12;15477133.12;0.00;0.00;15477133.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;88;0;0;0;0;0;0;3315082;NULL
2017001392;3315189;1;42878;26555143.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26555143.98;26555143.98;0.00;0.00;0;0;0;0;0;0;39;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3315189;NULL
2007000865;3316013;1;42881;379386.58;379386.58;379386.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;220;0;0;0;0;0;0;0;0;529824.00;529824.00;42676.00;422240.00;64908.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150;196;220;0;0;0;0;0;0;3316013;NULL
1998004929;3316015;1;42883;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3316015;NULL
2009001583;3316017;1;42885;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3316017;NULL
1997002183;3317387;1;42917;3441227.63;3441227.63;3441227.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;169;0;0;0;0;0;0;0;0;1106997.78;1106997.78;1106997.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;168;0;0;0;0;0;0;0;0;3317387;NULL
1997003147;3317638;1;42926;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;54169110.85;54169110.85;20522833.42;0.00;33646277.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1999;0;1999;0;0;0;0;0;0;3317638;NULL
2002000719;3328297;1;42933;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3328297;NULL
1997001047;3328567;1;42937;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3328567;NULL
2010003365;3328571;1;42939;364757863.99;364757863.99;364757863.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;113;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3328571;NULL
1988002419;3328575;1;42941;188928342.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;188928342.58;188928342.58;0.00;0.00;0;0;0;0;0;0;158;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3328575;NULL
1988001218;3328867;1;42943;890610801.39;0.00;0.00;0.00;0.00;69829805.39;69829805.39;0.00;0.00;820780996.00;820780996.00;0.00;0.00;0;0;0;51;0;0;180;0;0;29063396.72;0.00;0.00;0.00;0.00;29063396.72;29063396.72;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;51;0;0;0;0;0;3328867;NULL
1994004118;3328873;1;42945;16343277.88;16343277.88;16343277.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;178;0;0;0;0;0;0;0;0;26895642.53;26895642.53;0.00;6313293.46;20582349.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;178;178;0;0;0;0;0;0;3328873;NULL
1988003229;3328875;1;42947;112106.80;0.00;0.00;0.00;0.00;112106.80;112106.80;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;2;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3328875;NULL
2006003992;3328888;1;42953;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;14554451.02;14554451.02;14554451.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;171;0;0;0;0;0;0;0;0;3328888;NULL
1980001529;3329108;1;42958;3563897.52;3563897.52;3563897.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3329108;NULL
1998005674;3329114;1;42962;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3329114;NULL
1990001947;3329122;1;42965;9010164.05;9010164.05;9010164.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3329122;NULL
1998004856;3329304;1;42976;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3329304;NULL
2001000847;3329590;1;42979;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3329590;NULL
2000003656;3329703;1;42982;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3329703;NULL
2000003974;3329707;1;42984;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3329707;NULL
2008001619;3329711;1;42986;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3329711;NULL
1999004256;3329717;1;42988;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3329717;NULL
2000003729;3329721;1;42990;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3329721;NULL
2002001065;3329725;1;42992;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3329725;NULL
1994000929;3329729;1;42994;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3329729;NULL
1979000247;3329739;1;42997;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3329739;NULL
2010003292;3330074;1;43010;42929575.31;42929575.31;42929575.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;44;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3330074;NULL
1983000183;3330429;1;43017;86365359.26;86365359.26;86365359.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;141;0;0;0;0;0;0;0;0;93508821.68;93508821.68;0.00;4618519.31;88890302.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;141;141;0;0;0;0;0;0;3330429;NULL
2021003418;3330431;1;43019;128968258.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;128968258.55;128968258.55;0.00;0.00;0;0;0;0;0;0;43;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3330431;NULL
2009000919;3330433;1;43021;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;1165586.32;1165586.32;0.00;0.00;1165586.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99;0;99;0;0;0;0;0;0;3330433;NULL
1986000583;3330435;1;43023;5174638.61;5174638.61;5174638.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;117;0;0;0;0;0;0;0;0;5576740.19;5576740.19;0.00;0.00;5576740.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;117;0;0;0;0;0;0;3330435;NULL
1993001719;3331086;1;43026;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;6666.45;4877.53;4877.53;0.00;0.00;1788.92;1788.92;0.00;0.00;0.00;0.00;0.00;0.00;12;0;0;7;0;0;0;0;0;3331086;NULL
2005001211;3331092;1;43030;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3331092;NULL
2005000256;3331437;1;43043;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3331437;NULL
1990001319;3331451;1;43045;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3331451;NULL
2008001474;3331455;1;43051;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3331455;NULL
2005001074;3331465;1;43054;21238082.77;21238082.77;21238082.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;131;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3331465;NULL
1996004883;3331664;1;43058;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3331664;NULL
2008000192;3331976;1;43066;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;13330699.49;13330699.49;13330699.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;371;0;0;0;0;0;0;0;0;3331976;NULL
1982000538;3331990;1;43086;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;51419118.60;44895107.09;0.00;97722.62;44797384.47;577220.91;0.00;577220.91;0.00;5946790.60;0.00;0.00;5946790.60;0;144;144;0;132;0;0;0;182;3331990;NULL
1989000819;3332404;1;43096;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3332404;NULL
1981001174;3332406;1;43098;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3332406;NULL
1978000456;3332735;1;43113;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;152718405.19;50380477.90;24730989.54;672315.34;24977173.02;102337927.29;102337927.29;0.00;0.00;0.00;0.00;0.00;0.00;143;143;143;0;0;0;0;0;0;3332735;NULL
1971000183;3332737;1;43115;958228.67;958228.67;958228.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;3332737;NULL
2002000311;3332739;1;43117;1171671.71;1171671.71;1171671.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12;0;0;0;0;0;0;0;0;36600429.57;47984698.64;17320246.24;15187080.00;15477372.40;0.00;0.00;0.00;0.00;-11384269.07;0.00;-11269828.22;-114440.85;174;174;174;0;0;0;0;12;12;3332739;NULL
1998006174;3332741;1;43119;11468216.31;11468216.31;11468216.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;106;0;0;0;0;0;0;0;0;16165998.56;16165998.56;0.00;0.00;16165998.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;172;0;0;0;0;0;0;3332741;NULL
1979002118;3332743;1;43121;186761493.50;186761493.50;186761493.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;157;0;0;0;0;0;0;0;0;786088964.61;786088964.61;0.00;1044012.34;785044952.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;157;157;0;0;0;0;0;0;3332743;NULL
